t, v, gamma, h
-212.68, 6062.17, -1.10845, 943023
-212.58, 6062.23, -1.10838, 942480
-212.48, 6062.3, -1.10831, 941937
-212.38, 6062.36, -1.10824, 941395
-212.28, 6062.43, -1.10817, 940852
-212.18, 6062.49, -1.10809, 940310
-212.08, 6062.56, -1.10802, 939767
-211.98, 6062.62, -1.10795, 939225
-211.88, 6062.69, -1.10788, 938682
-211.78, 6062.75, -1.10781, 938140
-211.68, 6062.82, -1.10774, 937598
-211.58, 6062.88, -1.10766, 937055
-211.48, 6062.95, -1.10759, 936513
-211.38, 6063.01, -1.10752, 935970
-211.28, 6063.08, -1.10745, 935428
-211.18, 6063.14, -1.10738, 934886
-211.08, 6063.21, -1.10731, 934343
-210.98, 6063.27, -1.10723, 933801
-210.88, 6063.34, -1.10716, 933259
-210.78, 6063.4, -1.10709, 932716
-210.68, 6063.47, -1.10702, 932174
-210.58, 6063.54, -1.10695, 931632
-210.48, 6063.6, -1.10687, 931089
-210.38, 6063.67, -1.1068, 930547
-210.28, 6063.73, -1.10673, 930005
-210.18, 6063.8, -1.10666, 929463
-210.08, 6063.86, -1.10659, 928920
-209.98, 6063.93, -1.10651, 928378
-209.88, 6063.99, -1.10644, 927836
-209.78, 6064.06, -1.10637, 927294
-209.68, 6064.12, -1.1063, 926752
-209.58, 6064.19, -1.10622, 926209
-209.48, 6064.25, -1.10615, 925667
-209.38, 6064.32, -1.10608, 925125
-209.28, 6064.38, -1.10601, 924583
-209.18, 6064.45, -1.10594, 924041
-209.08, 6064.52, -1.10586, 923499
-208.98, 6064.58, -1.10579, 922957
-208.88, 6064.65, -1.10572, 922415
-208.78, 6064.71, -1.10565, 921873
-208.68, 6064.78, -1.10557, 921331
-208.58, 6064.84, -1.1055, 920789
-208.48, 6064.91, -1.10543, 920247
-208.38, 6064.97, -1.10536, 919705
-208.28, 6065.04, -1.10528, 919163
-208.18, 6065.11, -1.10521, 918621
-208.08, 6065.17, -1.10514, 918079
-207.98, 6065.24, -1.10507, 917537
-207.88, 6065.3, -1.10499, 916995
-207.78, 6065.37, -1.10492, 916453
-207.68, 6065.43, -1.10485, 915911
-207.58, 6065.5, -1.10478, 915369
-207.48, 6065.57, -1.1047, 914827
-207.38, 6065.63, -1.10463, 914286
-207.28, 6065.7, -1.10456, 913744
-207.18, 6065.76, -1.10449, 913202
-207.08, 6065.83, -1.10441, 912660
-206.98, 6065.9, -1.10434, 912118
-206.88, 6065.96, -1.10427, 911577
-206.78, 6066.03, -1.10419, 911035
-206.68, 6066.09, -1.10412, 910493
-206.58, 6066.16, -1.10405, 909951
-206.48, 6066.22, -1.10398, 909410
-206.38, 6066.29, -1.1039, 908868
-206.28, 6066.36, -1.10383, 908326
-206.18, 6066.42, -1.10376, 907785
-206.08, 6066.49, -1.10368, 907243
-205.98, 6066.55, -1.10361, 906701
-205.88, 6066.62, -1.10354, 906160
-205.78, 6066.69, -1.10347, 905618
-205.68, 6066.75, -1.10339, 905076
-205.58, 6066.82, -1.10332, 904535
-205.48, 6066.89, -1.10325, 903993
-205.38, 6066.95, -1.10317, 903452
-205.28, 6067.02, -1.1031, 902910
-205.18, 6067.08, -1.10303, 902368
-205.08, 6067.15, -1.10295, 901827
-204.98, 6067.22, -1.10288, 901285
-204.88, 6067.28, -1.10281, 900744
-204.78, 6067.35, -1.10273, 900202
-204.68, 6067.41, -1.10266, 899661
-204.58, 6067.48, -1.10259, 899120
-204.48, 6067.55, -1.10251, 898578
-204.38, 6067.61, -1.10244, 898037
-204.28, 6067.68, -1.10237, 897495
-204.18, 6067.75, -1.10229, 896954
-204.08, 6067.81, -1.10222, 896412
-203.98, 6067.88, -1.10215, 895871
-203.88, 6067.95, -1.10207, 895330
-203.78, 6068.01, -1.102, 894788
-203.68, 6068.08, -1.10193, 894247
-203.58, 6068.14, -1.10185, 893706
-203.48, 6068.21, -1.10178, 893164
-203.38, 6068.28, -1.10171, 892623
-203.28, 6068.34, -1.10163, 892082
-203.18, 6068.41, -1.10156, 891541
-203.08, 6068.48, -1.10149, 890999
-202.98, 6068.54, -1.10141, 890458
-202.88, 6068.61, -1.10134, 889917
-202.78, 6068.68, -1.10126, 889376
-202.68, 6068.74, -1.10119, 888835
-202.58, 6068.81, -1.10112, 888293
-202.48, 6068.88, -1.10104, 887752
-202.38, 6068.94, -1.10097, 887211
-202.28, 6069.01, -1.1009, 886670
-202.18, 6069.08, -1.10082, 886129
-202.08, 6069.14, -1.10075, 885588
-201.98, 6069.21, -1.10067, 885047
-201.88, 6069.28, -1.1006, 884506
-201.78, 6069.34, -1.10053, 883965
-201.68, 6069.41, -1.10045, 883423
-201.58, 6069.48, -1.10038, 882882
-201.48, 6069.54, -1.1003, 882341
-201.38, 6069.61, -1.10023, 881800
-201.28, 6069.68, -1.10016, 881259
-201.18, 6069.74, -1.10008, 880718
-201.08, 6069.81, -1.10001, 880178
-200.98, 6069.88, -1.09993, 879637
-200.88, 6069.95, -1.09986, 879096
-200.78, 6070.01, -1.09979, 878555
-200.68, 6070.08, -1.09971, 878014
-200.58, 6070.15, -1.09964, 877473
-200.48, 6070.21, -1.09956, 876932
-200.38, 6070.28, -1.09949, 876391
-200.28, 6070.35, -1.09942, 875850
-200.18, 6070.41, -1.09934, 875310
-200.08, 6070.48, -1.09927, 874769
-199.98, 6070.55, -1.09919, 874228
-199.88, 6070.62, -1.09912, 873687
-199.78, 6070.68, -1.09904, 873146
-199.68, 6070.75, -1.09897, 872606
-199.58, 6070.82, -1.0989, 872065
-199.48, 6070.88, -1.09882, 871524
-199.38, 6070.95, -1.09875, 870984
-199.28, 6071.02, -1.09867, 870443
-199.18, 6071.09, -1.0986, 869902
-199.08, 6071.15, -1.09852, 869361
-198.98, 6071.22, -1.09845, 868821
-198.88, 6071.29, -1.09837, 868280
-198.78, 6071.35, -1.0983, 867740
-198.68, 6071.42, -1.09822, 867199
-198.58, 6071.49, -1.09815, 866658
-198.48, 6071.56, -1.09808, 866118
-198.38, 6071.62, -1.098, 865577
-198.28, 6071.69, -1.09793, 865037
-198.18, 6071.76, -1.09785, 864496
-198.08, 6071.83, -1.09778, 863956
-197.98, 6071.89, -1.0977, 863415
-197.88, 6071.96, -1.09763, 862875
-197.78, 6072.03, -1.09755, 862334
-197.68, 6072.1, -1.09748, 861794
-197.58, 6072.16, -1.0974, 861253
-197.48, 6072.23, -1.09733, 860713
-197.38, 6072.3, -1.09725, 860172
-197.28, 6072.37, -1.09718, 859632
-197.18, 6072.43, -1.0971, 859092
-197.08, 6072.5, -1.09703, 858551
-196.98, 6072.57, -1.09695, 858011
-196.88, 6072.64, -1.09688, 857471
-196.78, 6072.7, -1.0968, 856930
-196.68, 6072.77, -1.09673, 856390
-196.58, 6072.84, -1.09665, 855850
-196.48, 6072.91, -1.09658, 855309
-196.38, 6072.97, -1.0965, 854769
-196.28, 6073.04, -1.09643, 854229
-196.18, 6073.11, -1.09635, 853689
-196.08, 6073.18, -1.09628, 853148
-195.98, 6073.24, -1.0962, 852608
-195.88, 6073.31, -1.09613, 852068
-195.78, 6073.38, -1.09605, 851528
-195.68, 6073.45, -1.09598, 850988
-195.58, 6073.52, -1.0959, 850447
-195.48, 6073.58, -1.09583, 849907
-195.38, 6073.65, -1.09575, 849367
-195.28, 6073.72, -1.09567, 848827
-195.18, 6073.79, -1.0956, 848287
-195.08, 6073.85, -1.09552, 847747
-194.98, 6073.92, -1.09545, 847207
-194.88, 6073.99, -1.09537, 846667
-194.78, 6074.06, -1.0953, 846127
-194.68, 6074.13, -1.09522, 845587
-194.58, 6074.19, -1.09515, 845047
-194.48, 6074.26, -1.09507, 844507
-194.38, 6074.33, -1.095, 843967
-194.28, 6074.4, -1.09492, 843427
-194.18, 6074.47, -1.09484, 842887
-194.08, 6074.53, -1.09477, 842347
-193.98, 6074.6, -1.09469, 841807
-193.88, 6074.67, -1.09462, 841267
-193.78, 6074.74, -1.09454, 840727
-193.68, 6074.81, -1.09447, 840187
-193.58, 6074.88, -1.09439, 839648
-193.48, 6074.94, -1.09431, 839108
-193.38, 6075.01, -1.09424, 838568
-193.28, 6075.08, -1.09416, 838028
-193.18, 6075.15, -1.09409, 837488
-193.08, 6075.22, -1.09401, 836949
-192.98, 6075.28, -1.09393, 836409
-192.88, 6075.35, -1.09386, 835869
-192.78, 6075.42, -1.09378, 835329
-192.68, 6075.49, -1.09371, 834790
-192.58, 6075.56, -1.09363, 834250
-192.48, 6075.63, -1.09355, 833710
-192.38, 6075.69, -1.09348, 833171
-192.28, 6075.76, -1.0934, 832631
-192.18, 6075.83, -1.09333, 832091
-192.08, 6075.9, -1.09325, 831552
-191.98, 6075.97, -1.09317, 831012
-191.88, 6076.04, -1.0931, 830472
-191.78, 6076.1, -1.09302, 829933
-191.68, 6076.17, -1.09295, 829393
-191.58, 6076.24, -1.09287, 828854
-191.48, 6076.31, -1.09279, 828314
-191.38, 6076.38, -1.09272, 827775
-191.28, 6076.45, -1.09264, 827235
-191.18, 6076.52, -1.09256, 826696
-191.08, 6076.58, -1.09249, 826156
-190.98, 6076.65, -1.09241, 825617
-190.88, 6076.72, -1.09234, 825077
-190.78, 6076.79, -1.09226, 824538
-190.68, 6076.86, -1.09218, 823998
-190.58, 6076.93, -1.09211, 823459
-190.48, 6077, -1.09203, 822920
-190.38, 6077.06, -1.09195, 822380
-190.28, 6077.13, -1.09188, 821841
-190.18, 6077.2, -1.0918, 821302
-190.08, 6077.27, -1.09172, 820762
-189.98, 6077.34, -1.09165, 820223
-189.88, 6077.41, -1.09157, 819684
-189.78, 6077.48, -1.09149, 819144
-189.68, 6077.55, -1.09142, 818605
-189.58, 6077.61, -1.09134, 818066
-189.48, 6077.68, -1.09126, 817527
-189.38, 6077.75, -1.09119, 816988
-189.28, 6077.82, -1.09111, 816448
-189.18, 6077.89, -1.09103, 815909
-189.08, 6077.96, -1.09096, 815370
-188.98, 6078.03, -1.09088, 814831
-188.88, 6078.1, -1.0908, 814292
-188.78, 6078.16, -1.09073, 813753
-188.68, 6078.23, -1.09065, 813214
-188.58, 6078.3, -1.09057, 812674
-188.48, 6078.37, -1.09049, 812135
-188.38, 6078.44, -1.09042, 811596
-188.28, 6078.51, -1.09034, 811057
-188.18, 6078.58, -1.09026, 810518
-188.08, 6078.65, -1.09019, 809979
-187.98, 6078.72, -1.09011, 809440
-187.88, 6078.79, -1.09003, 808901
-187.78, 6078.85, -1.08996, 808362
-187.68, 6078.92, -1.08988, 807823
-187.58, 6078.99, -1.0898, 807284
-187.48, 6079.06, -1.08972, 806745
-187.38, 6079.13, -1.08965, 806207
-187.28, 6079.2, -1.08957, 805668
-187.18, 6079.27, -1.08949, 805129
-187.08, 6079.34, -1.08941, 804590
-186.98, 6079.41, -1.08934, 804051
-186.88, 6079.48, -1.08926, 803512
-186.78, 6079.55, -1.08918, 802974
-186.68, 6079.61, -1.08911, 802435
-186.58, 6079.68, -1.08903, 801896
-186.48, 6079.75, -1.08895, 801357
-186.38, 6079.82, -1.08887, 800818
-186.28, 6079.89, -1.0888, 800280
-186.18, 6079.96, -1.08872, 799741
-186.08, 6080.03, -1.08864, 799202
-185.98, 6080.1, -1.08856, 798664
-185.88, 6080.17, -1.08849, 798125
-185.78, 6080.24, -1.08841, 797586
-185.68, 6080.31, -1.08833, 797048
-185.58, 6080.38, -1.08825, 796509
-185.48, 6080.45, -1.08817, 795970
-185.38, 6080.52, -1.0881, 795432
-185.28, 6080.59, -1.08802, 794893
-185.18, 6080.65, -1.08794, 794355
-185.08, 6080.72, -1.08786, 793816
-184.98, 6080.79, -1.08779, 793278
-184.88, 6080.86, -1.08771, 792739
-184.78, 6080.93, -1.08763, 792201
-184.68, 6081, -1.08755, 791662
-184.58, 6081.07, -1.08747, 791124
-184.48, 6081.14, -1.0874, 790585
-184.38, 6081.21, -1.08732, 790047
-184.28, 6081.28, -1.08724, 789508
-184.18, 6081.35, -1.08716, 788970
-184.08, 6081.42, -1.08708, 788432
-183.98, 6081.49, -1.08701, 787893
-183.88, 6081.56, -1.08693, 787355
-183.78, 6081.63, -1.08685, 786817
-183.68, 6081.7, -1.08677, 786278
-183.58, 6081.77, -1.08669, 785740
-183.48, 6081.84, -1.08662, 785202
-183.38, 6081.91, -1.08654, 784663
-183.28, 6081.98, -1.08646, 784125
-183.18, 6082.05, -1.08638, 783587
-183.08, 6082.12, -1.0863, 783049
-182.98, 6082.19, -1.08623, 782511
-182.88, 6082.26, -1.08615, 781972
-182.78, 6082.33, -1.08607, 781434
-182.68, 6082.39, -1.08599, 780896
-182.58, 6082.46, -1.08591, 780358
-182.48, 6082.53, -1.08583, 779820
-182.38, 6082.6, -1.08576, 779282
-182.28, 6082.67, -1.08568, 778744
-182.18, 6082.74, -1.0856, 778205
-182.08, 6082.81, -1.08552, 777667
-181.98, 6082.88, -1.08544, 777129
-181.88, 6082.95, -1.08536, 776591
-181.78, 6083.02, -1.08528, 776053
-181.68, 6083.09, -1.08521, 775515
-181.58, 6083.16, -1.08513, 774977
-181.48, 6083.23, -1.08505, 774439
-181.38, 6083.3, -1.08497, 773901
-181.28, 6083.37, -1.08489, 773364
-181.18, 6083.44, -1.08481, 772826
-181.08, 6083.51, -1.08473, 772288
-180.98, 6083.58, -1.08465, 771750
-180.88, 6083.65, -1.08458, 771212
-180.78, 6083.72, -1.0845, 770674
-180.68, 6083.79, -1.08442, 770136
-180.58, 6083.86, -1.08434, 769598
-180.48, 6083.93, -1.08426, 769061
-180.38, 6084, -1.08418, 768523
-180.28, 6084.07, -1.0841, 767985
-180.18, 6084.14, -1.08402, 767447
-180.08, 6084.21, -1.08394, 766910
-179.98, 6084.28, -1.08387, 766372
-179.88, 6084.35, -1.08379, 765834
-179.78, 6084.42, -1.08371, 765296
-179.68, 6084.49, -1.08363, 764759
-179.58, 6084.56, -1.08355, 764221
-179.48, 6084.63, -1.08347, 763684
-179.38, 6084.7, -1.08339, 763146
-179.28, 6084.77, -1.08331, 762608
-179.18, 6084.84, -1.08323, 762071
-179.08, 6084.91, -1.08315, 761533
-178.98, 6084.98, -1.08307, 760996
-178.88, 6085.05, -1.08299, 760458
-178.78, 6085.13, -1.08292, 759920
-178.68, 6085.2, -1.08284, 759383
-178.58, 6085.27, -1.08276, 758845
-178.48, 6085.34, -1.08268, 758308
-178.38, 6085.41, -1.0826, 757771
-178.28, 6085.48, -1.08252, 757233
-178.18, 6085.55, -1.08244, 756696
-178.08, 6085.62, -1.08236, 756158
-177.98, 6085.69, -1.08228, 755621
-177.88, 6085.76, -1.0822, 755084
-177.78, 6085.83, -1.08212, 754546
-177.68, 6085.9, -1.08204, 754009
-177.58, 6085.97, -1.08196, 753471
-177.48, 6086.04, -1.08188, 752934
-177.38, 6086.11, -1.0818, 752397
-177.28, 6086.18, -1.08172, 751860
-177.18, 6086.25, -1.08164, 751322
-177.08, 6086.32, -1.08156, 750785
-176.98, 6086.39, -1.08148, 750248
-176.88, 6086.46, -1.0814, 749711
-176.78, 6086.53, -1.08132, 749173
-176.68, 6086.6, -1.08124, 748636
-176.58, 6086.67, -1.08116, 748099
-176.48, 6086.74, -1.08108, 747562
-176.38, 6086.81, -1.081, 747025
-176.28, 6086.88, -1.08092, 746488
-176.18, 6086.95, -1.08084, 745951
-176.08, 6087.02, -1.08076, 745414
-175.98, 6087.1, -1.08068, 744877
-175.88, 6087.17, -1.0806, 744339
-175.78, 6087.24, -1.08052, 743802
-175.68, 6087.31, -1.08044, 743265
-175.58, 6087.38, -1.08036, 742728
-175.48, 6087.45, -1.08028, 742191
-175.38, 6087.52, -1.0802, 741655
-175.28, 6087.59, -1.08012, 741118
-175.18, 6087.66, -1.08004, 740581
-175.08, 6087.73, -1.07996, 740044
-174.98, 6087.8, -1.07988, 739507
-174.88, 6087.87, -1.0798, 738970
-174.78, 6087.94, -1.07972, 738433
-174.68, 6088.01, -1.07964, 737896
-174.58, 6088.08, -1.07956, 737359
-174.48, 6088.15, -1.07948, 736823
-174.38, 6088.22, -1.0794, 736286
-174.28, 6088.29, -1.07932, 735749
-174.18, 6088.37, -1.07924, 735212
-174.08, 6088.44, -1.07916, 734676
-173.98, 6088.51, -1.07908, 734139
-173.88, 6088.58, -1.079, 733602
-173.78, 6088.65, -1.07892, 733065
-173.68, 6088.72, -1.07884, 732529
-173.58, 6088.79, -1.07876, 731992
-173.48, 6088.86, -1.07868, 731455
-173.38, 6088.93, -1.0786, 730919
-173.28, 6089, -1.07852, 730382
-173.18, 6089.07, -1.07843, 729846
-173.08, 6089.14, -1.07835, 729309
-172.98, 6089.21, -1.07827, 728773
-172.88, 6089.28, -1.07819, 728236
-172.78, 6089.35, -1.07811, 727699
-172.68, 6089.43, -1.07803, 727163
-172.58, 6089.5, -1.07795, 726626
-172.48, 6089.57, -1.07787, 726090
-172.38, 6089.64, -1.07779, 725554
-172.28, 6089.71, -1.07771, 725017
-172.18, 6089.78, -1.07763, 724481
-172.08, 6089.85, -1.07755, 723944
-171.98, 6089.92, -1.07746, 723408
-171.88, 6089.99, -1.07738, 722872
-171.78, 6090.06, -1.0773, 722335
-171.68, 6090.13, -1.07722, 721799
-171.58, 6090.2, -1.07714, 721263
-171.48, 6090.27, -1.07706, 720726
-171.38, 6090.34, -1.07698, 720190
-171.28, 6090.42, -1.0769, 719654
-171.18, 6090.49, -1.07682, 719117
-171.08, 6090.56, -1.07673, 718581
-170.98, 6090.63, -1.07665, 718045
-170.88, 6090.7, -1.07657, 717509
-170.78, 6090.77, -1.07649, 716973
-170.68, 6090.84, -1.07641, 716436
-170.58, 6090.91, -1.07633, 715900
-170.48, 6090.98, -1.07625, 715364
-170.38, 6091.05, -1.07616, 714828
-170.28, 6091.12, -1.07608, 714292
-170.18, 6091.19, -1.076, 713756
-170.08, 6091.26, -1.07592, 713220
-169.98, 6091.34, -1.07584, 712684
-169.88, 6091.41, -1.07576, 712148
-169.78, 6091.48, -1.07568, 711612
-169.68, 6091.55, -1.07559, 711076
-169.58, 6091.62, -1.07551, 710540
-169.48, 6091.69, -1.07543, 710004
-169.38, 6091.76, -1.07535, 709468
-169.28, 6091.83, -1.07527, 708932
-169.18, 6091.9, -1.07519, 708396
-169.08, 6091.97, -1.0751, 707860
-168.98, 6092.04, -1.07502, 707324
-168.88, 6092.11, -1.07494, 706789
-168.78, 6092.18, -1.07486, 706253
-168.68, 6092.26, -1.07478, 705717
-168.58, 6092.33, -1.07469, 705181
-168.48, 6092.4, -1.07461, 704645
-168.38, 6092.47, -1.07453, 704110
-168.28, 6092.54, -1.07445, 703574
-168.18, 6092.61, -1.07437, 703038
-168.08, 6092.68, -1.07428, 702502
-167.98, 6092.75, -1.0742, 701967
-167.88, 6092.82, -1.07412, 701431
-167.78, 6092.89, -1.07404, 700895
-167.68, 6092.96, -1.07396, 700360
-167.58, 6093.03, -1.07387, 699824
-167.48, 6093.1, -1.07379, 699289
-167.38, 6093.18, -1.07371, 698753
-167.28, 6093.25, -1.07363, 698217
-167.18, 6093.32, -1.07355, 697682
-167.08, 6093.39, -1.07346, 697146
-166.98, 6093.46, -1.07338, 696611
-166.88, 6093.53, -1.0733, 696075
-166.78, 6093.6, -1.07322, 695540
-166.68, 6093.67, -1.07313, 695004
-166.58, 6093.74, -1.07305, 694469
-166.48, 6093.81, -1.07297, 693933
-166.38, 6093.88, -1.07289, 693398
-166.28, 6093.95, -1.0728, 692863
-166.18, 6094.02, -1.07272, 692327
-166.08, 6094.09, -1.07264, 691792
-165.98, 6094.16, -1.07256, 691257
-165.88, 6094.23, -1.07247, 690721
-165.78, 6094.3, -1.07239, 690186
-165.68, 6094.38, -1.07231, 689651
-165.58, 6094.45, -1.07223, 689115
-165.48, 6094.52, -1.07214, 688580
-165.38, 6094.59, -1.07206, 688045
-165.28, 6094.66, -1.07198, 687510
-165.18, 6094.73, -1.0719, 686975
-165.08, 6094.8, -1.07181, 686439
-164.98, 6094.87, -1.07173, 685904
-164.88, 6094.94, -1.07165, 685369
-164.78, 6095.01, -1.07156, 684834
-164.68, 6095.08, -1.07148, 684299
-164.58, 6095.15, -1.0714, 683764
-164.48, 6095.22, -1.07131, 683229
-164.38, 6095.29, -1.07123, 682694
-164.28, 6095.36, -1.07115, 682159
-164.18, 6095.43, -1.07107, 681624
-164.08, 6095.5, -1.07098, 681089
-163.98, 6095.57, -1.0709, 680554
-163.88, 6095.64, -1.07082, 680019
-163.78, 6095.71, -1.07073, 679484
-163.68, 6095.78, -1.07065, 678949
-163.58, 6095.85, -1.07057, 678414
-163.48, 6095.92, -1.07048, 677879
-163.38, 6095.99, -1.0704, 677344
-163.28, 6096.06, -1.07032, 676809
-163.18, 6096.13, -1.07023, 676275
-163.08, 6096.2, -1.07015, 675740
-162.98, 6096.27, -1.07007, 675205
-162.88, 6096.34, -1.06998, 674670
-162.78, 6096.41, -1.0699, 674135
-162.68, 6096.48, -1.06982, 673601
-162.58, 6096.55, -1.06973, 673066
-162.48, 6096.62, -1.06965, 672531
-162.38, 6096.69, -1.06957, 671997
-162.28, 6096.76, -1.06948, 671462
-162.18, 6096.83, -1.0694, 670927
-162.08, 6096.9, -1.06932, 670393
-161.98, 6096.97, -1.06923, 669858
-161.88, 6097.04, -1.06915, 669323
-161.78, 6097.1, -1.06907, 668789
-161.68, 6097.17, -1.06898, 668254
-161.58, 6097.24, -1.0689, 667720
-161.48, 6097.31, -1.06881, 667185
-161.38, 6097.38, -1.06873, 666651
-161.28, 6097.45, -1.06865, 666116
-161.18, 6097.52, -1.06856, 665582
-161.08, 6097.59, -1.06848, 665047
-160.98, 6097.66, -1.0684, 664513
-160.88, 6097.73, -1.06831, 663978
-160.78, 6097.8, -1.06823, 663444
-160.68, 6097.86, -1.06814, 662910
-160.58, 6097.93, -1.06806, 662375
-160.48, 6098, -1.06798, 661841
-160.38, 6098.07, -1.06789, 661307
-160.28, 6098.14, -1.06781, 660772
-160.18, 6098.21, -1.06772, 660238
-160.08, 6098.28, -1.06764, 659704
-159.98, 6098.35, -1.06755, 659170
-159.88, 6098.41, -1.06747, 658635
-159.78, 6098.48, -1.06739, 658101
-159.68, 6098.55, -1.0673, 657567
-159.58, 6098.62, -1.06722, 657033
-159.48, 6098.69, -1.06713, 656499
-159.38, 6098.76, -1.06705, 655965
-159.28, 6098.82, -1.06697, 655431
-159.18, 6098.89, -1.06688, 654896
-159.08, 6098.96, -1.0668, 654362
-158.98, 6099.03, -1.06671, 653828
-158.88, 6099.1, -1.06663, 653294
-158.78, 6099.16, -1.06654, 652760
-158.68, 6099.23, -1.06646, 652226
-158.58, 6099.3, -1.06637, 651692
-158.48, 6099.37, -1.06629, 651158
-158.38, 6099.44, -1.06621, 650624
-158.28, 6099.5, -1.06612, 650090
-158.18, 6099.57, -1.06604, 649557
-158.08, 6099.64, -1.06595, 649023
-157.98, 6099.71, -1.06587, 648489
-157.88, 6099.77, -1.06578, 647955
-157.78, 6099.84, -1.0657, 647421
-157.68, 6099.91, -1.06561, 646887
-157.58, 6099.97, -1.06553, 646354
-157.48, 6100.04, -1.06544, 645820
-157.38, 6100.11, -1.06536, 645286
-157.28, 6100.18, -1.06527, 644752
-157.18, 6100.24, -1.06519, 644219
-157.08, 6100.31, -1.0651, 643685
-156.98, 6100.38, -1.06502, 643151
-156.88, 6100.44, -1.06493, 642618
-156.78, 6100.51, -1.06485, 642084
-156.68, 6100.58, -1.06476, 641550
-156.58, 6100.64, -1.06468, 641017
-156.48, 6100.71, -1.06459, 640483
-156.38, 6100.77, -1.06451, 639950
-156.28, 6100.84, -1.06442, 639416
-156.18, 6100.91, -1.06434, 638883
-156.08, 6100.97, -1.06425, 638349
-155.98, 6101.04, -1.06417, 637816
-155.88, 6101.1, -1.06408, 637282
-155.78, 6101.17, -1.064, 636749
-155.68, 6101.23, -1.06391, 636215
-155.58, 6101.3, -1.06383, 635682
-155.48, 6101.37, -1.06374, 635149
-155.38, 6101.43, -1.06366, 634615
-155.28, 6101.5, -1.06357, 634082
-155.18, 6101.56, -1.06348, 633549
-155.08, 6101.63, -1.0634, 633015
-154.98, 6101.69, -1.06331, 632482
-154.88, 6101.76, -1.06323, 631949
-154.78, 6101.82, -1.06314, 631415
-154.68, 6101.88, -1.06306, 630882
-154.58, 6101.95, -1.06297, 630349
-154.48, 6102.01, -1.06289, 629816
-154.38, 6102.08, -1.0628, 629283
-154.28, 6102.14, -1.06271, 628750
-154.18, 6102.21, -1.06263, 628216
-154.08, 6102.27, -1.06254, 627683
-153.98, 6102.33, -1.06246, 627150
-153.88, 6102.4, -1.06237, 626617
-153.78, 6102.46, -1.06229, 626084
-153.68, 6102.52, -1.0622, 625551
-153.58, 6102.59, -1.06211, 625018
-153.48, 6102.65, -1.06203, 624485
-153.38, 6102.71, -1.06194, 623952
-153.28, 6102.78, -1.06186, 623419
-153.18, 6102.84, -1.06177, 622886
-153.08, 6102.9, -1.06168, 622353
-152.98, 6102.96, -1.0616, 621821
-152.88, 6103.03, -1.06151, 621288
-152.78, 6103.09, -1.06143, 620755
-152.68, 6103.15, -1.06134, 620222
-152.58, 6103.21, -1.06125, 619689
-152.48, 6103.27, -1.06117, 619156
-152.38, 6103.34, -1.06108, 618624
-152.28, 6103.4, -1.06099, 618091
-152.18, 6103.46, -1.06091, 617558
-152.08, 6103.52, -1.06082, 617026
-151.98, 6103.58, -1.06074, 616493
-151.88, 6103.64, -1.06065, 615960
-151.78, 6103.7, -1.06056, 615428
-151.68, 6103.76, -1.06048, 614895
-151.58, 6103.82, -1.06039, 614362
-151.48, 6103.88, -1.0603, 613830
-151.38, 6103.94, -1.06022, 613297
-151.28, 6104, -1.06013, 612765
-151.18, 6104.06, -1.06004, 612232
-151.08, 6104.12, -1.05996, 611700
-150.98, 6104.18, -1.05987, 611167
-150.88, 6104.24, -1.05978, 610635
-150.78, 6104.3, -1.0597, 610102
-150.68, 6104.36, -1.05961, 609570
-150.58, 6104.42, -1.05952, 609037
-150.48, 6104.48, -1.05944, 608505
-150.38, 6104.54, -1.05935, 607973
-150.28, 6104.59, -1.05926, 607440
-150.18, 6104.65, -1.05918, 606908
-150.08, 6104.71, -1.05909, 606376
-149.98, 6104.77, -1.059, 605844
-149.88, 6104.83, -1.05892, 605311
-149.78, 6104.88, -1.05883, 604779
-149.68, 6104.94, -1.05874, 604247
-149.58, 6105, -1.05866, 603715
-149.48, 6105.05, -1.05857, 603183
-149.38, 6105.11, -1.05848, 602650
-149.28, 6105.17, -1.0584, 602118
-149.18, 6105.22, -1.05831, 601586
-149.08, 6105.28, -1.05822, 601054
-148.98, 6105.33, -1.05813, 600522
-148.88, 6105.39, -1.05805, 599990
-148.78, 6105.44, -1.05796, 599458
-148.68, 6105.5, -1.05787, 598926
-148.58, 6105.55, -1.05778, 598394
-148.48, 6105.61, -1.0577, 597862
-148.38, 6105.66, -1.05761, 597330
-148.28, 6105.72, -1.05752, 596798
-148.18, 6105.77, -1.05744, 596266
-148.08, 6105.82, -1.05735, 595735
-147.98, 6105.88, -1.05726, 595203
-147.88, 6105.93, -1.05717, 594671
-147.78, 6105.98, -1.05709, 594139
-147.68, 6106.04, -1.057, 593607
-147.58, 6106.09, -1.05691, 593076
-147.48, 6106.14, -1.05682, 592544
-147.38, 6106.19, -1.05674, 592012
-147.28, 6106.24, -1.05665, 591480
-147.18, 6106.29, -1.05656, 590949
-147.08, 6106.35, -1.05647, 590417
-146.98, 6106.4, -1.05639, 589885
-146.88, 6106.45, -1.0563, 589354
-146.78, 6106.5, -1.05621, 588822
-146.68, 6106.55, -1.05612, 588291
-146.58, 6106.6, -1.05603, 587759
-146.48, 6106.65, -1.05595, 587228
-146.38, 6106.7, -1.05586, 586696
-146.28, 6106.74, -1.05577, 586165
-146.18, 6106.79, -1.05568, 585633
-146.08, 6106.84, -1.05559, 585102
